CASEID,OFFICE_NAME,STATE,OFFICE_TYPE,JURIS,ACCR_IACME,ACCR_NAME,FT_TOT,PT_TOT,BUD_TOTAL,BUD_PERS_TOTAL,REP_CASE_NUM,ACC_CASE_NUM,COMPL_AUTO_TOTAL,CMS,WITHIN_BUSNSS
12801011,Ransom County Coroner's Office,ND,Coroner office,Ransom County,Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,9,9,5,No,Not in short questionnaire
12801012,Cass County Coroner,ND,Coroner office,"All Of Cass County, Nd, Northeastern Mn, North Dakota, South Dakota",No,No,2,0,285500,210000,691,444,97,Yes,No
12801013,Logan County Coroner,ND,Coroner office,Logan County,Yes,No,0,2,3000,Logical skip,3,3,0,No,No
12801014,Emmons County Coroner,ND,Coroner office,Emmons County North Dakota,No,No,0,0,1500,Logical skip,6,4,0,No,Yes
12801020,Kidder County Coroner,ND,Coroner office,"Kidder County, North Dakota",No,No,0,0,650,Logical skip,3,3,0,No,No
12801021,Lamoure County Coroner,ND,Sheriff-coroner office,Lamoure County,No,No,0,0,6000,1922,3,1,0,No,No
12801022,Grant County Coroner,ND,Sheriff-coroner office,"County Of Grant, Nd",No,No,0,0,0,Logical skip,4,4,2,No,No
12801023,Golden Valley County Coroner,ND,Coroner office,"Golden Valley County, Nd",No,No,0,0,8000,Logical skip,5,5,2,No,Yes
12801024,McLean County Coroner,ND,Sheriff-coroner office,McLean County,Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
12801025,Burke County Sheriff's Department,ND,Sheriff-coroner office,Burke County,No,No,1,2,1200,1,Logical skip,Logical skip,0,Yes,No
12801026,Mountrail County Sheriff's Department,ND,Sheriff-coroner office,Mountrail County North Dakota,No,No,1,0,8500,4000,41,30,11,Yes,No
12801027,Towner County Coroner,ND,Coroner office,Towner County,Not in short questionnaire,Not in short questionnaire,0,0,1000,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
12801028,McIntosh County Coroner,ND,Sheriff-coroner office,"Mcintosh County, North Dakota",No,No,0,0,3000,3000,10,10,0,No,Yes
12801029,Barnes County Coroner,ND,Coroner office,Barnes County In North Dakota,No,No,0,0,1,Logical skip,Logical skip,Logical skip,0,No,No
12801031,Dickey County Coroner,ND,Coroner office,"Dickey County, North Dakota",No,No,0,1,5000,Logical skip,Logical skip,Logical skip,1,No,Yes
12801033,Oliver County Coroner,ND,Sheriff-coroner office,North Dakota Oliver County,No,No,0,0,1200,Logical skip,6,2,0,No,No
12801034,Nelson County Sheriff,ND,Sheriff-coroner office,Nelson County,No,No,0,0,500,Logical skip,Logical skip,Logical skip,0,No,Yes
12801036,Sioux County Coroner,ND,Sheriff-coroner office,Sioux County,Not in short questionnaire,Not in short questionnaire,0,1,5000,Not in short questionnaire,203,Logical skip,0,No,Not in short questionnaire
12801037,Richland County Coroner's Office,ND,Sheriff-coroner office,Richland County North Dakota,No,No,14,0,1468667,879554,43,Logical skip,0,Yes,No
12801038,Eddy County Coroner,ND,Sheriff-coroner office,Eddy County,Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,4,2,0,Yes,Not in short questionnaire
12801039,Slope County Coroner,ND,Sheriff-coroner office,Slope County North Dakota,No,No,0,1,0,Logical skip,Logical skip,Logical skip,0,No,No
12801040,Williams County Coroner,ND,Coroner office,Williams County,Not in short questionnaire,Not in short questionnaire,0,1,5000,Not in short questionnaire,80,80,3,No,Not in short questionnaire
12801041,Rolette County Coroner,ND,Sheriff-coroner office,Rolette County,Not in short questionnaire,Not in short questionnaire,2,0,1,Not in short questionnaire,16,46,7,Yes,Not in short questionnaire
12801042,Sheridan County Coroner,ND,Coroner office,Sheridan County North Dakota,No,No,0,0,500,Logical skip,Logical skip,Logical skip,0,No,Yes
12801043,"North Dakota State Forensic Examiner's Office, Department of Health",ND,Medical examiner office,State Of North Dakota,No,No,3,0,1000000,323000,300,239,233,No,No
12801044,Bottineau County Coroner,ND,Coroner office,Bottineau County,No,No,2,1,3500,Logical skip,13,13,3,No,Yes
12801045,Mchenry County Coroner,ND,Coroner office,"Wells County And Mchenry County, North Dakota",No,No,0,0,1500,Logical skip,Logical skip,15,0,No,Yes
12801046,Wells County Coroner,ND,Coroner office,"Wells County, Mchenry County, North Dakota",No,No,0,0,1500,1500,15,15,8,No,Yes
12801047,Foster County Coroner,ND,Coroner office,Foster County,Not in short questionnaire,Not in short questionnaire,0,0,2000,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
12801049,Sargent County Coroner,ND,Coroner office,"North Dakota State, Sargent County",No,No,0,0,2830,2000,5,5,0,No,Yes
12801050,Dunn County Coroner,ND,Coroner office,"North Dakota State, Dunn County",No,Yes,2,0,10000,Logical skip,15,9,5,No,No
12801051,University of North Dakota Forensic Pathology,ND,Medical examiner office,"Nd:  Grand Forks County, Mn:  Kittson County, Lake Of The Woods County, Clearwater County, Mahnomen County, Marshall County, Norman County, Red Lake County, Roseau County, Polk County.  Autopsy Services For 3 Other Sd Counties, 2 Mn Counties An",No,Yes,3,12,750000,650000,1400,750,398,Yes,No
12801063,Renville County Coroner,ND,Coroner office,Renville County- North Dakota,Yes,Yes,0,0,4000,2000,5,5,0,No,No
12801065,Divide County Coroner,ND,Sheriff-coroner office,Divide County,Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,4,4,0,No,Not in short questionnaire
12801066,Pierce County Coroner,ND,Coroner office,Pierce County Nd,No,No,0,0,1000,Logical skip,15,10,0,No,Yes
12801067,Hettinger County Sheriff's Office,ND,Sheriff-coroner office,"Hettinger County, Cities Of Mott, Nd, Regent, Nd, And New England, Nd",No,No,6,0,1000,Logical skip,3,3,0,Yes,Yes
12801068,Steele County Coroner's Office,ND,Sheriff-coroner office,Steele County,Not in short questionnaire,Not in short questionnaire,0,1,2000,Not in short questionnaire,5,3,0,Yes,Not in short questionnaire
12801069,Adams County Coroner,ND,Sheriff-coroner office,"Adams County, North Dakota",No,No,0,0,5000,Logical skip,Logical skip,Logical skip,0,No,No
12801070,Billings and Stark County Coroner,ND,Coroner office,"Stark County, Billings County",No,No,0,0,30000,Logical skip,56,56,22,No,Yes
12801072,Pembina County Coroner,ND,Coroner office,Pembina County Nd,No,No,0,0,3000,Logical skip,12,Logical skip,0,No,No
12901076,Burt County Attorney's Office,NE,Coroner office,Burt County Nebraska,No,No,0,0,0,0,Logical skip,Logical skip,0,No,No
12901077,Otoe County Attorney's Office,NE,Coroner office,Otoe County,No,No,2,3,10000,Logical skip,Logical skip,Logical skip,0,No,No
12901078,Kimball County Attorney's Office,NE,Coroner office,"Kimball County, Nebraska",No,No,0,2,95000,68000,Logical skip,15,1,No,Yes
12901080,Valley County Attorney's Office,NE,Coroner office,"Valley County, Nebraska",No,No,2,1,90000,Logical skip,Logical skip,Logical skip,0,No,No
12901082,Brown County Attorney's Office,NE,Sheriff-coroner office,Brown County,No,No,2,0,8000,Logical skip,Logical skip,Logical skip,1,No,No
12901083,Washington County Attorney's Office,NE,Coroner office,Washington County Nebraska,No,No,2,0,450000,Blank or nonresponse,15,12,0,No,No
12901084,Scotts Bluff County Attorney/Coroner,NE,Coroner office,Scotts Bluff County,Not in short questionnaire,Not in short questionnaire,4,0,1138000,Not in short questionnaire,56,56,17,Yes,Not in short questionnaire
12901085,Nemaha County Attorney/Coroner,NE,Sheriff-coroner office,Nemaha County Nebraska,No,No,0,2,157000,130000,Logical skip,Logical skip,25,Yes,No
12901088,Platte County Attorney/Coroner,NE,Sheriff-coroner office,"Nebraska State, Platte County, City Of Columbus",No,No,3,4,440000,366000,135,48,6,No,No
12901092,Jefferson County Attorney/Coroner,NE,Coroner office,"Jefferson County, Nebraska",No,No,1,1,1500,Logical skip,Logical skip,Logical skip,0,No,No
12901093,Colfax County Attorney's Office,NE,Sheriff-coroner office,Colfax County,Not in short questionnaire,Not in short questionnaire,10,0,250000,Not in short questionnaire,12,12,0,No,Not in short questionnaire
12901094,Grant County Attorney-Coroner,NE,Coroner office,Grant County,Not in short questionnaire,Not in short questionnaire,0,0,35000,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
12901095,Custer County Attorney's Office,NE,Coroner office,Custer County Nebraska,No,No,3,0,222000,173000,Logical skip,Logical skip,5,No,No
12901096,Butler County Attorney's Office,NE,Coroner office,Butler County,No,No,1,3,260993,234918,8,8,3,Yes,No
12901097,Antelope County Coroner's Office,NE,Coroner office,Antelope County,No,No,0,3,0,Blank or nonresponse,Logical skip,Logical skip,0,No,No
12901098,Red Willow County Attorney's Office,NE,Coroner office,Red Willow County,No,No,0,8,130000,110000,40,25,5,No,No
12901099,York County Attorney's Office,NE,Coroner office,State Of Nebraska,No,No,0,0,425000,225000,24,24,0,No,No
12901100,Seward Countyattorney/Coroner,NE,Coroner office,"Seward County, Nebraska",No,No,7,0,693398,589048,Logical skip,12,4,Yes,No
12901101,Lancaster County Attorney/Coroner,NE,Coroner office,Lancaster County,No,No,43,9,8302006,7110071,1620,Logical skip,222,Yes,No
12901102,Gage County Attorney's Office,NE,Coroner office,Gage County,No,No,7,0,448873,384123,20,20,0,No,No
12901104,Furnas County Attorney's Office,NE,Coroner office,Furnas County,No,Blank or nonresponse,0,0,3000,Logical skip,8,8,5,No,No
12901105,Webster County Attorney's Office,NE,Coroner office,"Webster County, Nebraska",No,No,1,1,115000,Logical skip,5,5,2,No,Yes
12901106,Dawson County Attorney's Office,NE,Coroner office,Dawson County,No,No,9,0,700000,600000,Logical skip,Logical skip,20,No,No
12901107,Kearney County Attorney's Office,NE,Coroner office,Kearney County,No,No,0,2,20000,Logical skip,15,10,5,No,No
12901108,Dakota County Attorney's Office,NE,Sheriff-coroner office,"Dakota County, Nebraska",No,No,6,1,493518,455330,Logical skip,Logical skip,3,No,No
12901110,Chase County Attorney's Office,NE,Coroner office,Nebraska State,No,No,0,1,0,Logical skip,Logical skip,Logical skip,1,No,No
12901111,Arthur County Attorney's Office,NE,Coroner office,"Arthur County, Nebraska",No,No,0,0,0,Logical skip,Logical skip,Logical skip,0,No,Yes
12901113,Dodge County Attorney's Office,NE,Coroner office,State Of Nebraska,No,No,11,0,820000,500000,Logical skip,Logical skip,20,Yes,No
12901116,McPherson County Attorney/Coroner,NE,Coroner office,"Mcpherson County, Nebraska",No,No,0,0,15000,1800,Logical skip,Logical skip,0,No,No
12901117,Wheeler County Attorney's Office,NE,Coroner office,"Wheeler County, Nebraska",No,No,0,0,1000,Logical skip,Logical skip,Logical skip,0,No,No
12901118,Hamilton County Attorney's Office,NE,Coroner office,Hamilton County,No,No,1,3,180000,Logical skip,Logical skip,Logical skip,0,No,No
12901119,Hooker County Attorney's Office,NE,Coroner office,Hooker County,Not in short questionnaire,Not in short questionnaire,0,1,1000,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
12901120,Pawnee County Attorney/Coroner,NE,Coroner office,"Pawnee County, Ne",No,No,1,2,7500,Logical skip,Logical skip,Logical skip,2,No,Yes
12901122,Franklin County Attorney's Office,NE,Coroner office,"Franklin County, Nebraska",No,No,1,0,120000,90000,Logical skip,Logical skip,5,Yes,No
12901123,Logan and Blaine County Attorney/Corone,NE,Sheriff-coroner office,Logan and Blaine County,Not in short questionnaire,Not in short questionnaire,1,0,20000,Not in short questionnaire,1,1,0,No,Not in short questionnaire
12901124,Cheyenne County Attorney's Office,NE,Sheriff-coroner office,Cheyenne County,Not in short questionnaire,Not in short questionnaire,0,0,18000,Not in short questionnaire,22,4,9,No,Not in short questionnaire
12901126,Johnson County Attorney's Office,NE,Coroner office,"Johnson County, Nebraska",No,No,5,4,0,Logical skip,11,8,0,No,No
12901127,Madison County Attorney/Coroner,NE,Coroner office,Madison County,Not in short questionnaire,Not in short questionnaire,0,3,50000,Not in short questionnaire,70,70,10,Yes,Not in short questionnaire
12901129,Merrick County Attorney/Coroner,NE,Coroner office,Merrick County,No,No,2,2,227390,208695,Logical skip,Logical skip,4,Yes,Yes
12901132,Garfield County Attorney's Office,NE,Coroner office,"Garfield County, Nebraska",No,No,0,2,3600,Logical skip,Logical skip,Logical skip,3,No,No
12901133,Dundy County Attorney's Office,NE,Coroner office,Dundy County,Not in short questionnaire,Not in short questionnaire,0,0,98000,Not in short questionnaire,Logical skip,Logical skip,0,No,Not in short questionnaire
12901134,Gosper County Attorney's Office,NE,Coroner office,"Gosper County, Nebraska",No,No,0,0,1,Logical skip,2,2,0,No,No
12901139,Polk County Attorney's Office,NE,Coroner office,"The County Of Polk, Nebraska",No,No,0,1,5043,Logical skip,3,3,3,No,Yes
12901143,Nuckolls County Attorney/Coroner,NE,Sheriff-coroner office,"Nuckolls County, Nebraska",No,No,3,0,10000,Blank or nonresponse,Logical skip,Logical skip,0,No,No
12901144,Knox County Attorney's Office,NE,Coroner office,Knox County,Not in short questionnaire,Not in short questionnaire,0,0,0,Not in short questionnaire,40,80,0,No,Not in short questionnaire
12901147,Sheridan County Attorney's Office,NE,Coroner office,"Sheridan County, Nebraska",No,No,0,6,220000,200000,Logical skip,12,4,No,No
12901148,Thurston County Attorney's Office,NE,Coroner office,Thurston County,No,No,2,0,1000000,Blank or nonresponse,Logical skip,Logical skip,0,No,Yes
12901149,Deuel County Attorney's Office,NE,Coroner office,Deuel County Nebraska,No,No,0,1,95000,85000,2,2,1,No,No
12901151,Dixon County Attorney's Office,NE,Coroner office,"Dixon County, Nebraska",No,No,0,0,0,Logical skip,Logical skip,Logical skip,2,No,No
12901152,Richardson County Attorney's Office,NE,Coroner office,Richardson County,No,No,0,0,5000,Logical skip,10,10,5,No,Yes
12901154,Sherman County Attorney's Office,NE,Coroner office,"Sherman County, Nebraska",No,No,0,0,4000,Logical skip,5,5,1,No,No
12901155,Phelps County Attorney's Office,NE,Coroner office,Phelps County,No,No,2,1,30000,Logical skip,30,8,8,No,No
12901156,Box Butte County Attorney's Office,NE,Coroner office,"Box Butte County, Nebraska",Yes,Yes,0,2,284000,260000,Logical skip,Logical skip,2,No,No
12901158,Buffalo County Attorney's Office,NE,Coroner office,Buffalo County,No,No,1,0,1700000,1495000,450,Logical skip,50,Yes,No
12901160,Adams County Attorney's Office,NE,Coroner office,"Adams County, Nebraska",No,No,6,1,1351645,1058595,Logical skip,Logical skip,6,No,No
12901161,Saline County Attorney's Office,NE,Coroner office,Saline County,Not in short questionnaire,Not in short questionnaire,2,0,200000,Not in short questionnaire,89,947,6,Yes,Not in short questionnaire
12901162,Harlan County Attorney's Office,NE,Coroner office,Harlan County,Not in short questionnaire,Not in short questionnaire,0,1,110000,Not in short questionnaire,6,4,0,Yes,Not in short questionnaire
12901163,Nance County Attorney/Coroner,NE,Coroner office,Nance County,No,No,0,0,0,Logical skip,5,5,0,No,No
12901164,Perkins County Attorney's Office,NE,Coroner office,"Perkins County, Nebraska",No,No,1,0,98000,Blank or nonresponse,Logical skip,Logical skip,0,No,No
12901166,Stanton County Sheriff's Office,NE,Coroner office,Stanton County,No,No,1,0,0,Logical skip,Logical skip,Logical skip,2,No,No
13001167,New Hampshire Office of the Chief Medical Examiner,NH,Medical examiner office,State Of New Hampshire,No,Yes,5,2,1722097,636863,3807,1851,576,Yes,No
13101168,Hunterdon County Medical Examiner,NJ,Medical examiner office,Hunterdon County,Not in short questionnaire,Not in short questionnaire,0,0,306000,Not in short questionnaire,220,110,33,Yes,Not in short questionnaire
13101170,New Jersey Office of the State Medical Examiner,NJ,Medical examiner office,New Jersey State,No,No,50,18,11713723,7952438,7255,3096,2154,Yes,No
13101171,"Gloucester, Camden and Salem County Medical Examiner's Office",NJ,Medical examiner office,"Gloucester, Camden and Salem County",No,No,4,8,1180214,1052758,2494,1055,360,Yes,No
13101172,Burlington County Medical Examiner,NJ,Medical examiner office,Burlington County,No,No,7,0,800000,Blank or nonresponse,1032,412,70,Yes,No
13101174,Middlesex Regional Medical Examiner Office,NJ,Medical examiner office,"Middlesex County Nj, Monmouth County Nj, Mercer County Nj",No,Will be by 2020,29,1,3732346,2832346,4223,1785,1144,Yes,No
13101177,Ocean County Medical Examiner,NJ,Medical examiner office,Ocean County,No,Yes,12,2,1170900,635673,1702,612,494,Yes,No
13101178,Bergen County Medical Examiner,NJ,Medical examiner office,Bergen County,Not in short questionnaire,Not in short questionnaire,0,0,1203355,Not in short questionnaire,2005,606,383,Yes,Not in short questionnaire
13101179,Union County Medical Examiner,NJ,Medical examiner office,"Union County, New Jersey",Yes,Yes,8,1,1193079,643079,1173,357,357,Yes,No
